reading_id,asset_id,date,output_kw,efficiency,temperature_c,vibration_mm,uptime_hours,month
WTG-001-20231007,WTG-001,2023-10-07,1201.85,0.7582,21.2,0.15,22.6,2023-10
WTG-001-20231008,WTG-001,2023-10-08,966.1,0.7986,34.5,1.862,22.8,2023-10
WTG-001-20231009,WTG-001,2023-10-09,1214.71,0.7638,26.6,0.397,20.7,2023-10
WTG-001-20231010,WTG-001,2023-10-10,1366.81,0.7636,48.6,0.236,20.4,2023-10
WTG-001-20231011,WTG-001,2023-10-11,1462.9,0.8003,73.5,1.554,22.7,2023-10
WTG-001-20231012,WTG-001,2023-10-12,1176.05,0.8378,70.5,0.02,23.4,2023-10
WTG-001-20231013,WTG-001,2023-10-13,1319.9,0.772,59.6,1.127,21.8,2023-10
WTG-001-20231014,WTG-001,2023-10-14,1040.89,0.7885,64.2,0.359,22.1,2023-10
WTG-001-20231015,WTG-001,2023-10-15,1033.07,0.8148,63.0,0.037,18.4,2023-10
WTG-001-20231016,WTG-001,2023-10-16,1165.77,0.7878,66.5,0.541,19.1,2023-10
WTG-001-20231017,WTG-001,2023-10-17,1090.7,0.853,59.6,0.723,19.6,2023-10
WTG-001-20231018,WTG-001,2023-10-18,1138.49,0.8343,27.3,0.477,22.6,2023-10
WTG-001-20231019,WTG-001,2023-10-19,1392.92,0.8576,22.5,1.729,22.8,2023-10
WTG-001-20231020,WTG-001,2023-10-20,1598.0,0.8641,59.4,0.069,20.0,2023-10
WTG-001-20231021,WTG-001,2023-10-21,1209.31,0.8765,42.3,0.283,20.6,2023-10
WTG-001-20231022,WTG-001,2023-10-22,1092.33,0.8421,31.8,1.09,21.9,2023-10
WTG-001-20231023,WTG-001,2023-10-23,1540.14,0.8313,71.7,0.937,23.5,2023-10
WTG-001-20231024,WTG-001,2023-10-24,1600.29,0.8541,63.7,0.749,21.9,2023-10
WTG-001-20231025,WTG-001,2023-10-25,1319.87,0.8068,79.1,1.385,18.3,2023-10
WTG-001-20231026,WTG-001,2023-10-26,1539.94,0.8305,32.8,0.352,23.0,2023-10
WTG-001-20231027,WTG-001,2023-10-27,1360.83,0.8329,55.4,0.355,19.8,2023-10
WTG-001-20231028,WTG-001,2023-10-28,1524.5,0.892,65.7,0.087,20.8,2023-10
WTG-001-20231029,WTG-001,2023-10-29,850.38,0.6086,83.6,5.402,18.6,2023-10
WTG-001-20231030,WTG-001,2023-10-30,1447.89,0.8807,64.0,0.479,19.1,2023-10
WTG-001-20231031,WTG-001,2023-10-31,1519.24,0.8315,53.3,0.003,22.6,2023-10
WTG-001-20231101,WTG-001,2023-11-01,1159.77,0.8029,72.6,2.804,20.2,2023-11
WTG-001-20231102,WTG-001,2023-11-02,1449.47,0.8154,73.2,0.45,20.3,2023-11
WTG-001-20231103,WTG-001,2023-11-03,1104.19,0.6512,61.3,3.79,18.6,2023-11
WTG-001-20231104,WTG-001,2023-11-04,1315.99,0.8304,58.5,0.034,21.5,2023-11
WTG-001-20231105,WTG-001,2023-11-05,1586.09,0.9109,68.3,0.157,23.0,2023-11
WTG-001-20231106,WTG-001,2023-11-06,1152.97,0.9139,23.5,0.203,22.7,2023-11
WTG-001-20231107,WTG-001,2023-11-07,1378.1,0.8879,28.8,0.199,20.6,2023-11
WTG-001-20231108,WTG-001,2023-11-08,1214.13,0.882,55.9,0.665,24.0,2023-11
WTG-001-20231109,WTG-001,2023-11-09,1485.81,0.8694,67.1,0.063,20.5,2023-11
WTG-001-20231110,WTG-001,2023-11-10,1331.02,0.8832,54.3,0.443,19.1,2023-11
WTG-001-20231111,WTG-001,2023-11-11,1006.82,0.8257,69.9,0.159,21.1,2023-11
WTG-001-20231112,WTG-001,2023-11-12,1630.23,0.8349,35.6,0.281,23.2,2023-11
WTG-001-20231113,WTG-001,2023-11-13,1349.15,0.8612,49.0,0.072,18.5,2023-11
WTG-001-20231114,WTG-001,2023-11-14,1415.82,0.8865,46.2,0.654,22.6,2023-11
WTG-001-20231115,WTG-001,2023-11-15,1597.86,0.8872,59.4,1.569,18.4,2023-11
WTG-001-20231116,WTG-001,2023-11-16,1205.72,0.8457,35.7,0.142,23.4,2023-11
WTG-001-20231117,WTG-001,2023-11-17,1334.39,0.8555,66.6,0.034,20.9,2023-11
WTG-001-20231118,WTG-001,2023-11-18,1068.97,0.8551,74.4,0.075,21.2,2023-11
WTG-001-20231119,WTG-001,2023-11-19,1012.88,0.832,59.8,1.654,21.4,2023-11
WTG-001-20231120,WTG-001,2023-11-20,1063.11,0.8561,45.1,0.151,22.4,2023-11
WTG-001-20231121,WTG-001,2023-11-21,1344.31,0.8556,78.3,0.469,20.1,2023-11
WTG-001-20231122,WTG-001,2023-11-22,1199.44,0.908,33.5,0.144,23.1,2023-11
WTG-001-20231123,WTG-001,2023-11-23,1743.68,0.9235,63.4,0.035,22.2,2023-11
WTG-001-20231124,WTG-001,2023-11-24,1233.59,0.9749,47.5,0.331,19.0,2023-11
WTG-001-20231125,WTG-001,2023-11-25,1520.33,0.8835,52.7,0.032,21.1,2023-11
WTG-001-20231126,WTG-001,2023-11-26,1503.49,0.9592,23.1,0.772,19.2,2023-11
WTG-001-20231127,WTG-001,2023-11-27,1588.05,0.8796,51.2,0.115,23.3,2023-11
WTG-001-20231128,WTG-001,2023-11-28,1683.12,0.8875,34.3,0.3,23.9,2023-11
WTG-001-20231129,WTG-001,2023-11-29,1472.6,0.9029,49.9,0.056,21.9,2023-11
WTG-001-20231130,WTG-001,2023-11-30,1330.67,0.8846,66.5,1.669,19.2,2023-11
WTG-001-20231201,WTG-001,2023-12-01,1418.73,0.8536,58.1,0.8,20.4,2023-12
WTG-001-20231202,WTG-001,2023-12-02,1490.44,0.9164,29.5,0.595,22.8,2023-12
WTG-001-20231203,WTG-001,2023-12-03,1332.29,0.9372,79.0,0.076,19.2,2023-12
WTG-001-20231204,WTG-001,2023-12-04,1725.98,0.9012,59.3,0.082,20.6,2023-12
WTG-001-20231205,WTG-001,2023-12-05,1647.1,0.8938,50.3,1.708,20.5,2023-12
WTG-001-20231206,WTG-001,2023-12-06,1602.05,0.9237,58.1,0.091,23.3,2023-12
WTG-001-20231207,WTG-001,2023-12-07,1044.22,0.6337,71.6,3.635,23.3,2023-12
WTG-001-20231208,WTG-001,2023-12-08,1630.69,0.9134,31.2,0.977,22.9,2023-12
WTG-001-20231209,WTG-001,2023-12-09,1540.75,0.9771,69.3,0.307,20.1,2023-12
WTG-001-20231210,WTG-001,2023-12-10,1741.59,0.935,40.1,0.095,22.3,2023-12
WTG-001-20231211,WTG-001,2023-12-11,1418.63,0.9092,64.9,0.527,21.7,2023-12
WTG-001-20231212,WTG-001,2023-12-12,1714.85,0.9155,48.3,1.934,21.8,2023-12
WTG-001-20231213,WTG-001,2023-12-13,1645.16,0.9406,24.2,0.096,23.1,2023-12
WTG-001-20231214,WTG-001,2023-12-14,1696.34,0.9073,36.8,0.515,22.2,2023-12
WTG-001-20231215,WTG-001,2023-12-15,1072.61,0.8745,38.2,0.529,23.6,2023-12
WTG-001-20231216,WTG-001,2023-12-16,1700.26,0.9379,67.3,0.547,19.6,2023-12
WTG-001-20231217,WTG-001,2023-12-17,1216.37,0.9438,46.8,0.308,23.2,2023-12
WTG-001-20231218,WTG-001,2023-12-18,1439.06,0.9566,78.6,0.059,20.5,2023-12
WTG-001-20231219,WTG-001,2023-12-19,1336.14,0.9319,74.6,0.701,22.8,2023-12
WTG-001-20231220,WTG-001,2023-12-20,1384.38,0.7026,83.6,3.182,23.0,2023-12
WTG-001-20231221,WTG-001,2023-12-21,1694.49,0.9612,52.4,0.051,19.5,2023-12
WTG-001-20231222,WTG-001,2023-12-22,1072.84,0.6812,58.1,3.456,19.8,2023-12
WTG-001-20231223,WTG-001,2023-12-23,1875.42,0.9756,71.1,0.551,21.6,2023-12
WTG-001-20231224,WTG-001,2023-12-24,1239.72,0.9195,24.7,0.137,22.8,2023-12
WTG-001-20231225,WTG-001,2023-12-25,1788.79,0.9492,51.3,0.033,23.0,2023-12
WTG-001-20231226,WTG-001,2023-12-26,1206.58,0.9339,25.6,1.202,22.0,2023-12
WTG-001-20231227,WTG-001,2023-12-27,1408.14,0.9688,46.1,0.743,21.6,2023-12
WTG-001-20231228,WTG-001,2023-12-28,1554.7,1.0,56.4,0.499,21.6,2023-12
WTG-001-20231229,WTG-001,2023-12-29,1182.08,0.9211,43.1,0.334,21.9,2023-12
WTG-001-20231230,WTG-001,2023-12-30,1640.38,0.9761,64.6,0.353,21.8,2023-12
WTG-001-20231231,WTG-001,2023-12-31,1499.97,0.9506,22.7,0.075,19.7,2023-12
WTG-002-20230101,WTG-002,2023-01-01,1585.63,1.0,31.8,0.472,19.7,2023-01
WTG-002-20230102,WTG-002,2023-01-02,992.95,0.8233,53.1,3.019,18.6,2023-01
WTG-002-20230103,WTG-002,2023-01-03,1842.07,1.0,54.3,0.359,19.8,2023-01
WTG-002-20230104,WTG-002,2023-01-04,1693.65,1.0,26.8,0.212,21.0,2023-01
WTG-002-20230105,WTG-002,2023-01-05,1594.84,1.0,62.1,2.468,18.8,2023-01
WTG-002-20230106,WTG-002,2023-01-06,1528.82,1.0,74.5,0.626,21.6,2023-01
WTG-002-20230107,WTG-002,2023-01-07,1859.03,1.0,77.3,0.861,18.0,2023-01
WTG-002-20230108,WTG-002,2023-01-08,1247.62,1.0,56.2,0.58,18.7,2023-01
WTG-002-20230109,WTG-002,2023-01-09,1564.99,1.0,42.1,0.064,20.5,2023-01
WTG-002-20230110,WTG-002,2023-01-10,1483.82,1.0,76.5,0.552,22.1,2023-01
WTG-002-20230111,WTG-002,2023-01-11,1674.93,1.0,20.6,0.505,23.5,2023-01
WTG-002-20230112,WTG-002,2023-01-12,1296.45,1.0,74.1,0.034,21.2,2023-01
WTG-002-20230113,WTG-002,2023-01-13,1209.37,1.0,45.3,0.175,20.9,2023-01
WTG-002-20230114,WTG-002,2023-01-14,1646.91,1.0,40.6,0.653,21.9,2023-01
WTG-002-20230115,WTG-002,2023-01-15,1753.99,1.0,45.8,0.559,19.7,2023-01
WTG-002-20230116,WTG-002,2023-01-16,1838.7,1.0,69.3,0.974,23.5,2023-01
WTG-002-20230117,WTG-002,2023-01-17,1455.09,1.0,54.9,0.232,21.6,2023-01
WTG-002-20230118,WTG-002,2023-01-18,1333.49,1.0,45.8,0.077,23.3,2023-01
WTG-002-20230119,WTG-002,2023-01-19,1323.57,1.0,21.5,0.519,21.8,2023-01
WTG-002-20230120,WTG-002,2023-01-20,1448.97,1.0,60.6,0.465,20.2,2023-01
WTG-002-20230121,WTG-002,2023-01-21,1990.43,1.0,47.2,0.583,18.8,2023-01
WTG-002-20230122,WTG-002,2023-01-22,1971.21,1.0,43.1,0.02,18.2,2023-01
WTG-002-20230123,WTG-002,2023-01-23,1328.02,1.0,21.4,0.706,20.8,2023-01
WTG-002-20230124,WTG-002,2023-01-24,1964.74,1.0,38.8,1.096,21.6,2023-01
WTG-002-20230125,WTG-002,2023-01-25,1987.21,1.0,37.3,1.624,20.3,2023-01
WTG-002-20230126,WTG-002,2023-01-26,1323.32,1.0,53.2,0.39,22.6,2023-01
WTG-002-20230127,WTG-002,2023-01-27,1552.35,1.0,38.1,0.15,19.2,2023-01
WTG-002-20230128,WTG-002,2023-01-28,1973.13,1.0,53.5,0.213,21.5,2023-01
WTG-002-20230129,WTG-002,2023-01-29,1555.23,1.0,57.6,0.336,20.4,2023-01
WTG-002-20230130,WTG-002,2023-01-30,1361.05,1.0,43.7,0.02,20.9,2023-01
WTG-002-20230131,WTG-002,2023-01-31,1382.2,1.0,77.8,1.201,22.3,2023-01
WTG-002-20230201,WTG-002,2023-02-01,1832.41,1.0,27.5,0.79,19.7,2023-02
WTG-002-20230202,WTG-002,2023-02-02,1955.23,1.0,28.9,0.311,23.9,2023-02
WTG-002-20230203,WTG-002,2023-02-03,1500.26,1.0,37.1,0.114,22.6,2023-02
WTG-002-20230204,WTG-002,2023-02-04,1609.02,1.0,49.5,0.431,23.2,2023-02
WTG-002-20230205,WTG-002,2023-02-05,1811.62,1.0,54.4,1.562,19.2,2023-02
WTG-002-20230206,WTG-002,2023-02-06,1883.17,1.0,46.3,0.939,23.4,2023-02
WTG-002-20230207,WTG-002,2023-02-07,1941.11,1.0,21.1,0.324,22.1,2023-02
WTG-002-20230208,WTG-002,2023-02-08,1748.81,0.997,28.1,0.178,20.2,2023-02
WTG-002-20230209,WTG-002,2023-02-09,1965.96,1.0,20.5,3.064,22.1,2023-02
WTG-002-20230210,WTG-002,2023-02-10,1435.7,1.0,20.9,0.669,23.0,2023-02
WTG-002-20230211,WTG-002,2023-02-11,1815.14,1.0,59.5,0.726,23.1,2023-02
WTG-002-20230212,WTG-002,2023-02-12,1270.88,1.0,49.3,0.04,20.4,2023-02
WTG-002-20230213,WTG-002,2023-02-13,1288.8,1.0,68.5,1.475,18.4,2023-02
WTG-002-20230214,WTG-002,2023-02-14,1618.06,1.0,38.0,0.04,21.0,2023-02
WTG-002-20230215,WTG-002,2023-02-15,1258.32,1.0,44.2,0.175,19.4,2023-02
WTG-002-20230216,WTG-002,2023-02-16,1842.79,1.0,75.8,0.26,23.4,2023-02
WTG-002-20230217,WTG-002,2023-02-17,1712.38,1.0,78.7,0.463,20.1,2023-02
WTG-002-20230218,WTG-002,2023-02-18,1298.34,1.0,73.3,0.35,20.7,2023-02
WTG-002-20230219,WTG-002,2023-02-19,1746.09,1.0,34.5,0.626,22.9,2023-02
WTG-002-20230220,WTG-002,2023-02-20,1642.0,1.0,51.2,0.077,22.7,2023-02
WTG-002-20230221,WTG-002,2023-02-21,1307.06,1.0,57.8,0.028,22.5,2023-02
WTG-002-20230222,WTG-002,2023-02-22,1200.11,1.0,50.7,0.024,19.7,2023-02
WTG-002-20230223,WTG-002,2023-02-23,1203.06,1.0,34.8,0.675,19.9,2023-02
WTG-002-20230224,WTG-002,2023-02-24,1488.19,1.0,36.2,0.925,19.9,2023-02
WTG-002-20230225,WTG-002,2023-02-25,1927.95,1.0,42.6,1.663,18.5,2023-02
WTG-002-20230226,WTG-002,2023-02-26,1595.05,1.0,43.3,0.501,22.2,2023-02
WTG-002-20230227,WTG-002,2023-02-27,1808.83,1.0,77.0,0.606,19.8,2023-02
WTG-002-20230228,WTG-002,2023-02-28,1825.46,1.0,58.6,0.025,20.2,2023-02
WTG-002-20230301,WTG-002,2023-03-01,1566.16,1.0,32.5,0.23,20.2,2023-03
WTG-002-20230302,WTG-002,2023-03-02,1814.05,1.0,45.0,0.863,23.1,2023-03
WTG-002-20230303,WTG-002,2023-03-03,1904.13,1.0,32.9,0.566,21.6,2023-03
WTG-002-20230304,WTG-002,2023-03-04,1309.28,1.0,59.1,0.671,19.9,2023-03
WTG-002-20230305,WTG-002,2023-03-05,1359.37,1.0,73.4,0.169,20.2,2023-03
WTG-002-20230306,WTG-002,2023-03-06,1289.21,1.0,51.0,0.156,23.0,2023-03
WTG-002-20230307,WTG-002,2023-03-07,1523.43,1.0,51.9,0.452,18.1,2023-03
WTG-002-20230308,WTG-002,2023-03-08,1970.8,1.0,51.1,0.566,19.9,2023-03
WTG-002-20230309,WTG-002,2023-03-09,1980.81,1.0,27.5,0.009,22.6,2023-03
WTG-002-20230310,WTG-002,2023-03-10,1296.17,1.0,35.9,0.009,19.8,2023-03
WTG-002-20230311,WTG-002,2023-03-11,1497.39,1.0,20.1,0.178,21.9,2023-03
WTG-002-20230312,WTG-002,2023-03-12,1877.65,1.0,21.4,1.144,22.7,2023-03
WTG-002-20230313,WTG-002,2023-03-13,1442.33,1.0,23.9,0.13,19.5,2023-03
WTG-002-20230314,WTG-002,2023-03-14,1797.96,1.0,48.4,0.03,23.7,2023-03
WTG-002-20230315,WTG-002,2023-03-15,1260.48,1.0,41.9,0.128,19.2,2023-03
WTG-002-20230316,WTG-002,2023-03-16,1697.93,1.0,66.9,0.432,18.9,2023-03
WTG-002-20230317,WTG-002,2023-03-17,1739.3,1.0,35.6,0.212,23.5,2023-03
WTG-002-20230318,WTG-002,2023-03-18,1575.99,1.0,73.4,0.615,18.4,2023-03
WTG-002-20230319,WTG-002,2023-03-19,1966.35,1.0,51.8,0.138,21.0,2023-03
WTG-002-20230320,WTG-002,2023-03-20,1260.99,1.0,36.5,0.822,20.8,2023-03
WTG-002-20230321,WTG-002,2023-03-21,1294.26,0.9712,46.7,0.117,18.3,2023-03
WTG-002-20230322,WTG-002,2023-03-22,1984.95,1.0,67.6,0.961,19.5,2023-03
WTG-002-20230323,WTG-002,2023-03-23,1651.21,0.9859,24.4,0.487,23.9,2023-03
WTG-002-20230324,WTG-002,2023-03-24,1834.08,1.0,74.5,1.439,23.8,2023-03
WTG-002-20230325,WTG-002,2023-03-25,1329.34,1.0,48.6,0.634,19.5,2023-03
WTG-002-20230326,WTG-002,2023-03-26,1733.28,1.0,29.8,0.416,22.6,2023-03
WTG-002-20230327,WTG-002,2023-03-27,1138.9,0.7666,95.6,3.13,21.8,2023-03
WTG-002-20230328,WTG-002,2023-03-28,1457.34,1.0,70.9,0.653,18.6,2023-03
WTG-002-20230329,WTG-002,2023-03-29,1729.95,1.0,27.1,0.17,20.4,2023-03
WTG-002-20230330,WTG-002,2023-03-30,1994.6,1.0,22.7,0.716,20.2,2023-03
WTG-002-20230331,WTG-002,2023-03-31,1960.74,1.0,54.6,0.221,22.7,2023-03
WTG-002-20230401,WTG-002,2023-04-01,1647.43,0.9977,41.5,0.534,19.4,2023-04
WTG-002-20230402,WTG-002,2023-04-02,1231.14,1.0,22.2,0.096,23.2,2023-04
WTG-002-20230403,WTG-002,2023-04-03,1926.65,0.9828,54.9,0.287,21.5,2023-04
WTG-002-20230404,WTG-002,2023-04-04,1482.44,1.0,73.6,1.464,23.4,2023-04
WTG-002-20230405,WTG-002,2023-04-05,1824.29,1.0,48.6,0.344,19.2,2023-04
WTG-002-20230406,WTG-002,2023-04-06,1822.4,0.9673,32.4,0.037,18.4,2023-04
WTG-002-20230407,WTG-002,2023-04-07,1605.54,1.0,44.6,0.833,23.0,2023-04
WTG-002-20230408,WTG-002,2023-04-08,1723.72,1.0,29.1,1.043,21.2,2023-04
WTG-002-20230409,WTG-002,2023-04-09,1487.84,0.966,22.3,0.068,22.6,2023-04
WTG-002-20230410,WTG-002,2023-04-10,1347.21,0.9756,38.3,0.181,19.4,2023-04
WTG-002-20230411,WTG-002,2023-04-11,1328.0,0.7446,98.0,3.127,22.0,2023-04
WTG-002-20230412,WTG-002,2023-04-12,1442.34,1.0,39.5,0.623,22.9,2023-04
WTG-002-20230413,WTG-002,2023-04-13,1496.75,1.0,74.1,0.822,23.9,2023-04
WTG-002-20230414,WTG-002,2023-04-14,1674.73,0.9687,24.7,0.393,22.3,2023-04
WTG-002-20230415,WTG-002,2023-04-15,1824.51,1.0,55.0,1.521,18.3,2023-04
WTG-002-20230416,WTG-002,2023-04-16,1771.54,1.0,65.5,0.054,21.1,2023-04
WTG-002-20230417,WTG-002,2023-04-17,1397.47,0.9345,76.0,0.879,22.2,2023-04
WTG-002-20230418,WTG-002,2023-04-18,1698.79,0.9676,63.7,0.989,19.6,2023-04
WTG-002-20230419,WTG-002,2023-04-19,1356.19,1.0,40.7,0.204,23.9,2023-04
WTG-002-20230420,WTG-002,2023-04-20,1625.95,0.9856,76.8,0.343,20.3,2023-04
WTG-002-20230421,WTG-002,2023-04-21,1816.92,0.9934,64.1,0.243,18.2,2023-04
WTG-002-20230422,WTG-002,2023-04-22,1709.31,0.9221,52.8,1.706,18.3,2023-04
WTG-002-20230423,WTG-002,2023-04-23,1694.04,0.9545,71.8,0.099,22.8,2023-04
WTG-002-20230424,WTG-002,2023-04-24,1699.62,0.8982,29.4,0.185,19.7,2023-04
WTG-002-20230425,WTG-002,2023-04-25,1726.52,0.9933,67.8,0.144,21.7,2023-04
WTG-002-20230426,WTG-002,2023-04-26,1202.85,0.9943,60.4,0.027,21.3,2023-04
WTG-002-20230427,WTG-002,2023-04-27,1392.46,0.9634,41.2,0.485,20.0,2023-04
WTG-002-20230428,WTG-002,2023-04-28,1706.81,0.9342,37.1,0.283,22.1,2023-04
WTG-002-20230429,WTG-002,2023-04-29,1241.11,0.9967,42.4,1.445,21.9,2023-04
WTG-002-20230430,WTG-002,2023-04-30,1506.63,0.9817,65.1,0.053,19.7,2023-04
WTG-002-20230501,WTG-002,2023-05-01,1528.96,0.9892,78.8,0.035,21.1,2023-05
WTG-002-20230502,WTG-002,2023-05-02,1651.51,0.9364,45.4,0.213,20.4,2023-05
WTG-002-20230503,WTG-002,2023-05-03,1245.8,0.9132,49.0,0.156,19.7,2023-05
WTG-002-20230504,WTG-002,2023-05-04,1191.78,0.9447,24.5,1.512,19.8,2023-05
WTG-002-20230505,WTG-002,2023-05-05,1575.28,0.9381,57.4,0.523,19.6,2023-05
WTG-002-20230506,WTG-002,2023-05-06,1616.98,0.9579,38.8,0.158,21.6,2023-05
WTG-002-20230507,WTG-002,2023-05-07,1755.19,0.8967,26.4,0.084,23.7,2023-05
WTG-002-20230508,WTG-002,2023-05-08,1578.66,0.9453,62.1,0.57,20.4,2023-05
WTG-002-20230509,WTG-002,2023-05-09,1143.98,0.6865,55.2,3.299,23.7,2023-05
WTG-002-20230510,WTG-002,2023-05-10,1664.31,0.9576,78.6,0.054,18.0,2023-05
WTG-002-20230511,WTG-002,2023-05-11,1161.28,0.9115,64.9,1.23,20.6,2023-05
WTG-002-20230512,WTG-002,2023-05-12,1093.73,0.906,55.4,0.475,21.8,2023-05
WTG-002-20230513,WTG-002,2023-05-13,1538.29,0.8685,25.5,0.111,23.3,2023-05
WTG-002-20230514,WTG-002,2023-05-14,1245.35,0.8908,23.8,0.307,22.4,2023-05
WTG-002-20230515,WTG-002,2023-05-15,1549.17,0.8912,24.9,1.513,23.0,2023-05
WTG-002-20230516,WTG-002,2023-05-16,1511.99,0.9245,32.0,0.48,22.5,2023-05
WTG-002-20230517,WTG-002,2023-05-17,1489.97,0.9214,24.1,0.232,23.5,2023-05
WTG-002-20230518,WTG-002,2023-05-18,1400.64,0.937,73.7,0.549,22.7,2023-05
WTG-002-20230519,WTG-002,2023-05-19,1658.91,0.9734,34.9,0.611,20.6,2023-05
WTG-002-20230520,WTG-002,2023-05-20,1201.11,0.96,69.5,0.173,20.7,2023-05
WTG-002-20230521,WTG-002,2023-05-21,1260.56,0.8749,50.2,0.029,20.9,2023-05
WTG-002-20230522,WTG-002,2023-05-22,1240.33,0.8808,29.6,0.087,18.4,2023-05
WTG-002-20230523,WTG-002,2023-05-23,1621.64,0.9366,72.9,0.841,22.1,2023-05
WTG-002-20230524,WTG-002,2023-05-24,1233.52,0.8811,50.9,0.383,20.1,2023-05
WTG-002-20230525,WTG-002,2023-05-25,1621.48,0.8704,67.4,0.184,23.5,2023-05
WTG-002-20230526,WTG-002,2023-05-26,1416.47,0.8828,76.5,1.045,18.6,2023-05
WTG-002-20230527,WTG-002,2023-05-27,1468.89,0.8942,50.2,0.108,23.2,2023-05
WTG-002-20230528,WTG-002,2023-05-28,1636.47,0.9098,46.4,0.472,19.0,2023-05
WTG-002-20230529,WTG-002,2023-05-29,1201.62,0.8945,61.6,0.13,18.7,2023-05
WTG-002-20230530,WTG-002,2023-05-30,1205.62,0.9071,25.0,0.01,19.0,2023-05
WTG-002-20230531,WTG-002,2023-05-31,1258.42,0.9032,41.3,0.056,19.3,2023-05
WTG-002-20230601,WTG-002,2023-06-01,1179.35,0.9464,43.5,0.133,19.3,2023-06
WTG-002-20230602,WTG-002,2023-06-02,1497.43,0.8845,53.4,0.269,20.6,2023-06
WTG-002-20230603,WTG-002,2023-06-03,1237.76,0.9255,50.0,0.265,23.2,2023-06
WTG-002-20230604,WTG-002,2023-06-04,1429.32,0.879,26.9,0.465,18.7,2023-06
WTG-002-20230605,WTG-002,2023-06-05,1144.5,0.8385,43.5,1.13,19.2,2023-06
WTG-002-20230606,WTG-002,2023-06-06,1306.75,0.8511,21.1,0.787,18.4,2023-06
WTG-002-20230607,WTG-002,2023-06-07,1645.78,0.94,35.2,0.005,22.3,2023-06
WTG-002-20230608,WTG-002,2023-06-08,1543.74,0.826,69.3,0.927,20.9,2023-06
WTG-002-20230609,WTG-002,2023-06-09,1199.07,0.8903,71.3,1.071,20.8,2023-06
WTG-002-20230610,WTG-002,2023-06-10,1263.75,0.8368,68.2,1.16,19.2,2023-06
WTG-002-20230611,WTG-002,2023-06-11,1101.76,0.8791,58.9,0.038,20.3,2023-06
WTG-002-20230612,WTG-002,2023-06-12,1213.31,0.7844,79.8,0.409,19.9,2023-06
WTG-002-20230613,WTG-002,2023-06-13,1042.8,0.8309,42.2,0.312,22.3,2023-06
WTG-002-20230614,WTG-002,2023-06-14,1435.71,0.8125,20.5,0.123,22.0,2023-06
WTG-002-20230615,WTG-002,2023-06-15,1528.03,0.8404,52.9,0.034,22.6,2023-06
WTG-002-20230616,WTG-002,2023-06-16,1541.69,0.8445,65.1,0.812,21.1,2023-06
WTG-002-20230617,WTG-002,2023-06-17,1534.21,0.8553,30.2,0.108,23.3,2023-06
WTG-002-20230618,WTG-002,2023-06-18,1571.09,0.8155,65.5,0.455,21.9,2023-06
WTG-002-20230619,WTG-002,2023-06-19,1120.29,0.8454,48.4,0.63,19.6,2023-06
WTG-002-20230620,WTG-002,2023-06-20,1257.04,0.8663,34.5,0.121,20.5,2023-06
WTG-002-20230621,WTG-002,2023-06-21,1055.86,0.8369,61.8,0.241,22.9,2023-06
WTG-002-20230622,WTG-002,2023-06-22,1583.46,0.862,36.3,0.589,19.6,2023-06
WTG-002-20230623,WTG-002,2023-06-23,1187.07,0.8386,31.5,0.593,19.3,2023-06
WTG-002-20230624,WTG-002,2023-06-24,1197.85,0.8485,59.7,0.844,22.7,2023-06
WTG-002-20230625,WTG-002,2023-06-25,1424.14,0.8096,42.1,0.283,18.2,2023-06
WTG-002-20230626,WTG-002,2023-06-26,1038.61,0.8465,72.8,0.139,21.3,2023-06
WTG-002-20230627,WTG-002,2023-06-27,1593.22,0.8305,73.3,0.197,23.4,2023-06
WTG-002-20230628,WTG-002,2023-06-28,1522.52,0.8184,70.7,0.143,21.5,2023-06
WTG-002-20230629,WTG-002,2023-06-29,1693.8,0.8477,34.5,0.021,20.5,2023-06
WTG-002-20230630,WTG-002,2023-06-30,1025.63,0.8421,41.6,0.766,21.4,2023-06
WTG-002-20230701,WTG-002,2023-07-01,1035.76,0.8549,65.9,0.489,22.6,2023-07
WTG-002-20230702,WTG-002,2023-07-02,1461.94,0.7819,57.2,0.414,21.7,2023-07
WTG-002-20230703,WTG-002,2023-07-03,1649.01,0.8276,65.4,0.292,22.2,2023-07
WTG-002-20230704,WTG-002,2023-07-04,1176.09,0.8503,55.8,1.317,23.6,2023-07
WTG-002-20230705,WTG-002,2023-07-05,1654.93,0.8289,78.9,0.524,22.8,2023-07
WTG-002-20230706,WTG-002,2023-07-06,1262.3,0.7538,23.2,0.303,22.0,2023-07
WTG-002-20230707,WTG-002,2023-07-07,1045.82,0.784,50.0,0.587,22.2,2023-07
WTG-002-20230708,WTG-002,2023-07-08,1220.38,0.8593,29.4,0.505,21.6,2023-07
WTG-002-20230709,WTG-002,2023-07-09,1440.74,0.8308,70.2,0.093,18.1,2023-07
WTG-002-20230710,WTG-002,2023-07-10,1327.58,0.7866,62.0,0.911,22.8,2023-07
WTG-002-20230711,WTG-002,2023-07-11,1237.64,0.8134,29.2,0.425,19.7,2023-07
WTG-002-20230712,WTG-002,2023-07-12,1379.98,0.828,55.6,0.219,18.3,2023-07
WTG-002-20230713,WTG-002,2023-07-13,1362.37,0.8083,72.9,1.072,22.0,2023-07
WTG-002-20230714,WTG-002,2023-07-14,1505.17,0.7962,73.2,0.109,22.4,2023-07
